ID,CogSet_ID,Form_ID,Cognate_Comment,Phonemic,Phonetic,Orthographic,Source
GROIN1_15,GROIN1,,,,,<acoaỹnha>,
GROIN1_16,GROIN1,,,,,<acuãia>,
GROIN1_17,GROIN1,,,,,<acoãibae>,{2}
GROIN1_18,GROIN1,,,,,<acoaba>,{2}
GROIN1_19,GROIN1,,,,,<ãkõj>,
GROIN1_20,GROIN1,,,,,<akój>,
GROIN1_21,GROIN1,,,,,<akoni>,
GROIN1_22,GROIN1,,,,,<tako>,
GROIN1_23,GROIN1,,,,,<-akũj̃>,
GROIN1_24,GROIN1,,,,,<ako>,
GROIN1_25,GROIN1,,,,,<-akwanh>,
GROIN1_26,GROIN1,,,,,<i-mo-a'ako-m>,{11}
GROIN1_27,GROIN1,,,,,<akwãj>,
GROIN1_28,GROIN1,,,/sawaˈe rakwãj/,,,
GROIN2_1,GROIN2,,,,,<tambeypy>,{3}
GROIN3_1,GROIN3,,,/taɾakua/,,,
GROIN3_2,GROIN3,,,/taɾaku/,,,
GROIN3_3,GROIN3,,,,,<tarakuara>,{7}
GROIN4_1,GROIN4,,,/-l-apupɛ/,,,
GROIN5_1,GROIN5,,,/mɨˈkɨɾ/,,,{1}
GROIN7_1,GROIN7,,,,,<takamby>,{Guasch1962:713}
GROIN8X_1,GROIN8X,,,,,<acoaba>,{2}
GROIN8X_2,GROIN8X,,,,,<-akwáp>,{3:34}
BUTTOCKS1_1,BUTTOCKS1,,,,,<tevi>,
BUTTOCKS1_2,BUTTOCKS1,,,,,<teviro'o>,{3}
BUTTOCKS1_3,BUTTOCKS1,,,,,<-evi1>,
BUTTOCKS1_4,BUTTOCKS1,,,,,<-evi kua>,
BUTTOCKS1_5,BUTTOCKS1,,,,['hɨvɨ],,
BUTTOCKS1_6,BUTTOCKS1,,,,[tɨɾéβi],,
BUTTOCKS1_7,BUTTOCKS1,,,,[tiβikwa],,
BUTTOCKS1_8,BUTTOCKS1,,,/tiwika/,[tiβikwa],,
BUTTOCKS1_9,BUTTOCKS1,,,/(če-)rewi/,,,
BUTTOCKS1_10,BUTTOCKS1,,,,,<tebi(r)>,{2}
BUTTOCKS1_11,BUTTOCKS1,,,,,<echɨcua>,
BUTTOCKS1_12,BUTTOCKS1,,,,,<ericua>,{2}
BUTTOCKS1_13,BUTTOCKS1,,,,,<-ewí-kwa>,
BUTTOCKS1_14,BUTTOCKS1,,,/ʃikʷaɾa/,,,
BUTTOCKS1_15,BUTTOCKS1,,,,,<chikuara>,
BUTTOCKS1_16,BUTTOCKS1,,,,,<chikuara tsu>,{9}
BUTTOCKS1_17,BUTTOCKS1,,,,,<ebira>,
BUTTOCKS1_18,BUTTOCKS1,,,,,<eicuara>,
BUTTOCKS1_19,BUTTOCKS1,,,,,<eiqãkyg>,
BUTTOCKS1_20,BUTTOCKS1,,,,,<eikan>,
BUTTOCKS1_21,BUTTOCKS1,,,,,<ewít>,{3}
BUTTOCKS1_22,BUTTOCKS1,,,,,<ewikwát>,
BUTTOCKS1_23,BUTTOCKS1,,,,,<ewikwar>,
BUTTOCKS1_24,BUTTOCKS1,,,,,<éwir>,
BUTTOCKS1_25,BUTTOCKS1,,,,,<téi-kwar>,
BUTTOCKS1_26,BUTTOCKS1,,,,,<téwi-kwar>,
BUTTOCKS1_27,BUTTOCKS1,,,,,<hewir>,
BUTTOCKS1_28,BUTTOCKS1,,,/ɛwi/,,,
BUTTOCKS1_29,BUTTOCKS1,,,,,<-evir>,
BUTTOCKS1_30,BUTTOCKS1,,,,,<-evikwar>,
BUTTOCKS1_31,BUTTOCKS1,,,,,<-eviri>,
BUTTOCKS1_32,BUTTOCKS1,,,,,<ewit>,
BUTTOCKS1_33,BUTTOCKS1,,,,,<ewikwat>,
BUTTOCKS1_34,BUTTOCKS1,,,/tɛwi/,,,{1: 436}
BUTTOCKS1_35,BUTTOCKS1,,,/ɛikwatɛpisi/,,,
BUTTOCKS1_36,BUTTOCKS1,,,/eikwa/,,,{1:171}
BUTTOCKS1_37,BUTTOCKS1,,,/aikʷaɾ/,,,
BUTTOCKS2_1,BUTTOCKS2,,,,,<tumbyro'o>,{3}
BUTTOCKS2_2,BUTTOCKS2,,,,,<tumby>,{Guasch1962:733}
BUTTOCKS2_3,BUTTOCKS2,,,,,<umby>,
BUTTOCKS2_4,BUTTOCKS2,,,/-r-uᵐbɨ/,,,
BUTTOCKS2_5,BUTTOCKS2,,,,,<zumbì>,{2}
BUTTOCKS2_6,BUTTOCKS2,,,,,<umby>,
BUTTOCKS2_7,BUTTOCKS2,,,,,<-umbykyr>,{1: 142}
BUTTOCKS2_8,BUTTOCKS2,,,,,<humykyr>,{6: 107}
BUTTOCKS3_1,BUTTOCKS3,,,/(se-)toko/,,,
BUTTOCKS4_1,BUTTOCKS4,,,,,<eriita>,
BUTTOCKS5_1,BUTTOCKS5,,,,,<equiambita>,
BUTTOCKS6_1,BUTTOCKS6,,,/puni/,,,
BUTTOCKS6_2,BUTTOCKS6,,,,,<puni>,{2}
BUTTOCKS7_1,BUTTOCKS7,,,,,<-kuʔá-hi>,
BUTTOCKS7_2,BUTTOCKS7,,,,,<kohã>,
BUTTOCKS7_3,BUTTOCKS7,,,,,<ko'a>,
BUTTOCKS7_4,BUTTOCKS7,,,,,<ko'ake>,
BUTTOCKS7_5,BUTTOCKS7,,,,,<ku'a-zarêr>,
BUTTOCKS7_6,BUTTOCKS7,,,,,<ku>,
BUTTOCKS7_7,BUTTOCKS7,,,,,<-ku'a>,
BUTTOCKS7_8,BUTTOCKS7,,,,,<ku'a>,
BUTTOCKS7_9,BUTTOCKS7,,,/kuʔa/,,,
BUTTOCKS7_10,BUTTOCKS7,,,,,<kuʼa>,{8}
BUTTOCKS8_1,BUTTOCKS8,,,,,<embycajapé>,
BUTTOCKS9_1,BUTTOCKS9,,,,,<owip>,{2}
BUTTOCKS10_1,BUTTOCKS10,,,/taˈŋwa/,,,
BUTTOCKS11_1,BUTTOCKS11,,,,,<tsumakana>,{7}
BUTTOCKS11_2,BUTTOCKS11,,,,,<omakãkyg>,{2}
BUTTOCKS12_1,BUTTOCKS12,,NCP: May be related to thigh1 + heel1 ʔu + pita,,,<-upíta>,{9}
ANUS1_1,ANUS1,,,,,<tevikua>,
ANUS1_2,ANUS1,,,,,<-evi kua>,
ANUS1_3,ANUS1,,,,[tiβikwa],,
ANUS1_4,ANUS1,,,/tiwika/,[tiβikwa],,{2}
ANUS1_5,ANUS1,,,,,<echɨcua>,
ANUS1_6,ANUS1,,,,,<ericua>,
ANUS1_7,ANUS1,,,,,<-ewí-kwa>,{9}
ANUS1_8,ANUS1,,,/ʃikʷaɾa/,,,
ANUS1_9,ANUS1,,,,,<chikuara>,{9}
ANUS1_10,ANUS1,,,,,<eicuara>,
ANUS1_11,ANUS1,,,,,<eikan>,{2}
ANUS1_12,ANUS1,,,,,<eiqãkyg>,
ANUS1_13,ANUS1,,,,,<ewikwát>,{3}
ANUS1_14,ANUS1,,,,,<ewikwar>,
ANUS1_15,ANUS1,,,,,<téi-kwar>,
ANUS1_16,ANUS1,,,,,<téwi-kwar>,
ANUS1_17,ANUS1,,,,,<heikwar>,
ANUS1_18,ANUS1,,,,,<-evikwar>,
ANUS1_19,ANUS1,,,,,<-gwar>,
ANUS1_20,ANUS1,,,,,<ewikwat>,
ANUS1_21,ANUS1,,,/(t-)ɛikwatɛpisi/,,,{1:171}
ANUS1_22,ANUS1,,,/eikwa/,,,
ANUS1_23,ANUS1,,,/aikʷaɾ/,,,
ANUS2_1,ANUS2,,,/kɾɨpɨ/,[krɨ.'pɨ],,
ANUS2_2,ANUS2,,,/krɨpɨ/,,,
ANUS2_3,ANUS2,,,/kwalɨpɨ/,,,{1: 254}
ANUS3_1,ANUS3,,,/kɨɾã/,[kɨ.ɾã],,{4}
ANUS4_1,ANUS4,,,,,<tʃikakwaɾa>,{2}
ANUS5_1,ANUS5,,,,,<pỹjkwat>,{8}
ANUS6_1,ANUS6,,,/ʔokpɨ/,,,{4}
ANUS6_2,ANUS6,,,/ʔokpɨsuiʔa/,,,
SHOULDER1_1,SHOULDER1,,,/ǰači/,,,
SHOULDER1_2,SHOULDER1,,,/ʧɨ/,[ʧɨ.'ʔɨ],,{4}
SHOULDER1_3,SHOULDER1,,,,,<ati'y>,
SHOULDER1_4,SHOULDER1,,,,,<axi'y>,
SHOULDER1_5,SHOULDER1,,,/atiɨ/,,,
SHOULDER1_6,SHOULDER1,,,,,<echijii>,
SHOULDER1_7,SHOULDER1,,,,,<yichii>,
SHOULDER1_8,SHOULDER1,,,,,<-atsɨ́ʔi>,{9}
SHOULDER1_9,SHOULDER1,,,,,<atyyba>,
SHOULDER1_10,SHOULDER1,,,,,<atiyba>,
SHOULDER1_11,SHOULDER1,,,,,<hãxihyp>,{2}
SHOULDER1_12,SHOULDER1,,,,,<atiˈýp>,{3}
SHOULDER1_13,SHOULDER1,,,,,<neatikýng>,{3}
SHOULDER1_14,SHOULDER1,,,,,<atĭ'ĭw>,
SHOULDER1_15,SHOULDER1,,,,,<iax'i>,
SHOULDER1_16,SHOULDER1,,,,,<-jetʃiʔi>,
SHOULDER1_17,SHOULDER1,,,,,<ojasi'ywa>,
SHOULDER1_18,SHOULDER1,,,,,<-jati'yv>,
SHOULDER1_19,SHOULDER1,,,,,<'atsi'yp>,
SHOULDER1_20,SHOULDER1,,,,,<paratsi'yp>,
SHOULDER1_21,SHOULDER1,,,/asiʔɨ/,,,
SHOULDER1_22,SHOULDER1,,,/asiʔɨ/,,,{11}
SHOULDER1_23,SHOULDER1,,"There seems to be a lot of fronting and raising of back and low vowels, respectively, in this language, cf., CHEST -- ZJO",/jiʃiˈʔɨ/,,,
SHOULDER1_24,SHOULDER1,,,/yac̆í/,,,{3}
SHOULDER1_25,SHOULDER1,,,,,<aʐɨʔɨp>,{4}
SHOULDER1_26,SHOULDER1,,,,,<tiʔɨpɨ>,{3}
SHOULDER1_27,SHOULDER1,,,/hãtiʔɨpɨ/,,,{4}
SHOULDER2_1,SHOULDER2,,,,[tɨ̃wãmpẽnka],,
SHOULDER2_2,SHOULDER2,,,,,<-jɨwape>,
SHOULDER3_1,SHOULDER3,,,,[tɨ̃wãmpẽnka],,
SHOULDER4_1,SHOULDER4,,,/yuwapɨka/,,,
SHOULDER4_2,SHOULDER4,,,/yuwapɨka/,,,
SHOULDER4_3,SHOULDER4,,,,,<yɨwapɨka>,
SHOULDER4_4,SHOULDER4,,,,,<xywaipy>,
SHOULDER5_1,SHOULDER5,,,/yuwapɨka/,,,
SHOULDER5_2,SHOULDER5,,,/yuwapɨka/,,,
SHOULDER5_3,SHOULDER5,,,,,<yɨwapɨka>,
SHOULDER5_4,SHOULDER5,,,/dʒuwapɨkɨɾɨna/,,,
SHOULDER6_1,SHOULDER6,,,,,<ɨka>,{7}
ARM1_1,ARM1,,,/ǰɨwa/,,,
ARM1_2,ARM1,,,/ʤiwa/,[ʤɨ.wa],,{4}
ARM1_3,ARM1,,,/ʤɨwa pɨta/,[ʤɨ.'wa pɨ.'ta],,
ARM1_4,ARM1,,,,,<jyvanga>,
ARM1_5,ARM1,,,,,<-jyva>,
ARM1_6,ARM1,,,,['dźɨβa],,
ARM1_7,ARM1,,,,[dʒɨwa],,
ARM1_8,ARM1,,,,[tɨ̃wãmpẽnka],,
ARM1_9,ARM1,,,/ǰɨwa/,,,
ARM1_10,ARM1,,,/'jɨβa/,,,
ARM1_11,ARM1,,,,,<yìbainanga>,
ARM1_12,ARM1,,,/jɨβa'nanɡaj/,,,
ARM1_13,ARM1,,,,,<echiba>,
ARM1_14,ARM1,,,,,<echimangũiana>,
ARM1_15,ARM1,,,,,<yiba>,
ARM1_16,ARM1,,,,,<eyibaguiã>,
ARM1_17,ARM1,,,,,<idia>,{1: 87}
ARM1_18,ARM1,,,,,<denda>,{1: 87}
ARM1_19,ARM1,,,,,<-ðíwa>,"{arm, forearm) {9}"
ARM1_20,ARM1,,,,,<-ðiwə-ðéʔə>,
ARM1_21,ARM1,,,/yɨwa/,,,
ARM1_22,ARM1,,,/yuwapɨka/,,,
ARM1_23,ARM1,,,/yuwapɨka/,,,
ARM1_24,ARM1,,,,,<yɨwa>,
ARM1_25,ARM1,,,,,<iwa1>,{4}
ARM1_26,ARM1,,,,,<yɨwamutʃuɾi>,
ARM1_27,ARM1,,,,,<yɨwapɨka>,
ARM1_28,ARM1,,,,,<iwamuchuri>,{9}
ARM1_29,ARM1,,,,,<jybá>,
ARM1_30,ARM1,,,,,<xywã>,
ARM1_31,ARM1,,,,,<isýwa>,
ARM1_32,ARM1,,,,,<cɨwa>,{2}
ARM1_33,ARM1,,,,,<sywá>,{3}
ARM1_34,ARM1,,,,,<xyw>,
ARM1_35,ARM1,,,,,<xywaipy>,
ARM1_36,ARM1,,,,,<xywakopyt>,
ARM1_37,ARM1,,,,,<-jɨwa>,
ARM1_38,ARM1,,,,,<-jɨwape>,
ARM1_39,ARM1,,,,,<zĭwa>,
ARM1_40,ARM1,,,,,<zĭwa-ménãngä>,
ARM1_41,ARM1,,,,,<izywa>,
ARM1_42,ARM1,,,,,<izywa izeapar haw>,
ARM1_43,ARM1,,,,,<izywà mànàgàw>,
ARM1_44,ARM1,,,,,<nejywára>,
ARM1_45,ARM1,,,,,<jywã>,
ARM1_46,ARM1,,,,,<-jɨwa>,
ARM1_47,ARM1,,,,,<-jywa>,
ARM1_48,ARM1,,,,,<-jywa>,
ARM1_49,ARM1,,,,,<-jyva>,
ARM1_50,ARM1,,,,,<jywa>,
ARM1_51,ARM1,,,/yɨwa/,,,
ARM1_52,ARM1,,,/yɨwaɨpɨ/,,,
ARM1_53,ARM1,,,,,<djua>,{3}
ARM1_54,ARM1,,,/dʒua/,,,{11}
ARM1_55,ARM1,,,/dʒuwapɨkɨɾɨna/,,,
ARM1_56,ARM1,,,/jɨˈwa/,,,
ARM1_57,ARM1,,,,,<-iwá>,{2}
ARM1_58,ARM1,,,,,<kɨwa>,{4}
ARM2_1,ARM2,,,,[si- 'awa],,
ARM2_2,ARM2,,,/si- ʔáwa/,,,
ARM3X_1,ARM3X,,,/m-apɨ/,,,
BEARD1_1,BEARD1,,,,,<temberague>,{3}
BEARD2_1,BEARD2,,,/buta/,[bu.'ta],,{4}
BEARD2_2,BEARD2,,,,,<-embeta>,
BEARD2_3,BEARD2,,,,,,
BEARD2_4,BEARD2,,,,,<ambota>,{2}
BEARD2_5,BEARD2,,,,,<embuta>,
BEARD2_6,BEARD2,,,,,<e-muta>,{3: 249}
BEARD2_7,BEARD2,,,,,<-amúta>,{9}
BEARD2_8,BEARD2,,,/muta/,,,
BEARD2_9,BEARD2,,,,,<muta>,{7}
BEARD2_10,BEARD2,,,,,<amotaba>,{2}
BEARD2_11,BEARD2,,,,,<hamatam>,{2}
BEARD2_12,BEARD2,,,,,<amotahaw>,
BEARD2_13,BEARD2,,,,,<amutaw>,
BEARD2_14,BEARD2,,,,,<amutâw>,
BEARD2_15,BEARD2,,,,,<iamutaw>,
BEARD2_16,BEARD2,,,,[siamu'tawa],,
BEARD2_17,BEARD2,,,,,<ambotav>,
BEARD2_18,BEARD2,,,,,<ambutav>,
BEARD2_19,BEARD2,,,,,<ambutahav>,
BEARD2_20,BEARD2,,,,,<-amotatiɡ̃>,{1:30}
BEARD2_21,BEARD2,,,,,<'apõtap>,{8}
BEARD4X_1,BEARD4X,,,,,<(se-)apũa-rãa>,
BEARD4X_2,BEARD4X,,,,,<apuãaba>,{2}
BEARD4X_3,BEARD4X,,,,,<apũhav>,
BEARD5_1,BEARD5,,,,,<-nuwaap>,{2}
BEARD6_1,BEARD6,,,/wẽsap/,,,{4}
BEARD7_1,BEARD7,,,,,<rorũmba>,
BEARD7_2,BEARD7,,,,,<enuruba>,{2}
BEARD7_3,BEARD7,,,,,<senũba>,{2}
BEARD8_1,BEARD8,,,,[juˈɾu nɨˈwa],,{1}
BEARD9_1,BEARD9,,,,,<juru pirer ra>,{6}
BEARD10_1,BEARD10,,,,,<tĩáp>,{8}
JAW1_1,JAW1,,,/ǰɨkã/,,,
JAW1_2,JAW1,,,/ʤɨkã/,[ʤɨ.'kã],,{4}
JAW1_3,JAW1,,,,,<tañykã>,
JAW1_4,JAW1,,,,,"<-aĩ kã, aĩnhykã>",
JAW1_5,JAW1,,,,,<tapi'i ra ykã>,
JAW1_6,JAW1,,,,,<tapi'i ra nhykã>,
JAW1_7,JAW1,,,,[taɲɨ́ŋka; taɲɨ̃ka],,
JAW1_8,JAW1,,,/aɲɨ̃ka/,,,
JAW1_9,JAW1,,,,,<-jikaŋ>,
JAW1_10,JAW1,,,,,<azĭkãng>,
JAW1_11,JAW1,,,,,<ra-z-ĭkãng>,
JAW2_1,JAW2,,,/ǰɨkã/,,,
JAW2_2,JAW2,,,/ʤɨkã/,[ʤɨ.'kã],,{4}
JAW2_3,JAW2,,,,,<tañykã>,
JAW2_4,JAW2,,,,,<hajɨvẽ>,
JAW2_5,JAW2,,,,,"<-aĩ kã, aĩnhykã>",
JAW2_6,JAW2,,,,,<tapi'i ra ykã>,
JAW2_7,JAW2,,,,,<tapi'i ra nhykã>,
JAW2_8,JAW2,,,,[taɲɨ́ŋka; taɲɨ̃ka],,
JAW2_9,JAW2,,,/aɲɨ̃ka/,,,
JAW2_10,JAW2,,<er-> is possessive morphology -- ZJO,,,<erachique>,
JAW2_11,JAW2,,,,,<erayicue>,{2}
JAW2_12,JAW2,,,,,<-aðí-we>,{9}
JAW2_13,JAW2,,,/sayɨwa/,,,
JAW2_14,JAW2,,,,,<tsaiwa>,{7}
JAW2_15,JAW2,,,,,<ajyba>,
JAW2_16,JAW2,,,,,<asýp>,{3}
JAW2_17,JAW2,,,,,<-jikaŋ>,
JAW2_18,JAW2,,,,,<azĭkãng>,
JAW2_19,JAW2,,,,,<razĭw>,
JAW2_20,JAW2,,,,,<ra-z-ĭkãng>,
JAW2_21,JAW2,,,,,<tazyw>,
JAW2_22,JAW2,,,,,<-a'jyv>,
JAW2_23,JAW2,,,/l-ayɨwɨta/,,,
JAW2_24,JAW2,,,/adʒɨta/,,,
JAW2_25,JAW2,,,/aˈjɨ/,,,
JAW2_26,JAW2,,,,,<haji>,
JAW3_1,JAW3,,,,,<eraita>,
JAW5_1,JAW5,,,,,<ywykatywar>,
JAW6_1,JAW6,,,/hãj-kwaʔape/,,,{4}
CHIN1_1,CHIN1,,,,,<-endɨva>,
CHIN1_2,CHIN1,,,,[ni'ndɨwa],,
CHIN1_3,CHIN1,,,/ɨndiwá/,,,{1}
CHIN1_4,CHIN1,,,/eⁿdɨwawa/,,,
CHIN1_5,CHIN1,,,/(če-)r-eⁿdɨwaa/,,,
CHIN1_6,CHIN1,,,/-h-eⁿdɨwaa/,,,
CHIN1_7,CHIN1,,,,,<t-endìba>,{2}
CHIN1_8,CHIN1,,,,,<erinĩba>,{2}
CHIN1_9,CHIN1,,,,,<-ení-wa>,{9}
CHIN1_10,CHIN1,,,,,<endybá>,
CHIN1_11,CHIN1,,,,,<enywã>,{2}
CHIN1_12,CHIN1,,,,,<enywá>,{3}
CHIN1_13,CHIN1,,,,,<-enywaháp>,
CHIN1_14,CHIN1,,,,,<enyw>,
CHIN1_15,CHIN1,,,,,<$enywa$haw>,
CHIN1_16,CHIN1,,,,,<ténĭwa>,
CHIN1_17,CHIN1,,,,,<henywa>,
CHIN1_18,CHIN1,,,,,<-eniwa>,
CHIN1_19,CHIN1,,,,,<-nuwa>,{2}
CHIN1_20,CHIN1,,,,,<-nuwaap>,
CHIN1_21,CHIN1,,,,,<-endyva>,
CHIN1_22,CHIN1,,,,,<enywa>,
CHIN1_23,CHIN1,,,/l-ɛnɨwa/,,,
CHIN1_24,CHIN1,,,/-l-ɛnɨwala/,,,
CHIN1_25,CHIN1,,,,[juˈɾu nɨˈwa],,
CHIN1_26,CHIN1,,,,,<ihẽ ndywa>,{6:44}
CHIN1_27,CHIN1,,,/nɨwa/,,,{4}
CHIN3X_1,CHIN3X,,,,[tapeʔopire],,
CHIN3X_2,CHIN3X,,,,,,
CHIN4_1,CHIN4,,,,,<-etaʔi>,{5}
ELBOW1_1,ELBOW1,,,/ǰɨwa kmana/,,,
ELBOW2_1,ELBOW2,,,/ʤɨwa pɨta/,[ʤɨ.'wa pɨ.'ta],,{4}
ELBOW3_1,ELBOW3,,,,,<jyvanga>,
ELBOW4_1,ELBOW4,,,,,<teñyvanga>,
ELBOW4_2,ELBOW4,,,,[tɨnɨwaŋga],,
ELBOW4_3,ELBOW4,,,,,<t-ïrï-wanga>,
ELBOW4_4,ELBOW4,,,/endɨwaŋɡa/,,,
ELBOW4_5,ELBOW4,,,,,<endybangã>,
ELBOW4_6,ELBOW4,,,,,<endybangá>,{2}
ELBOW5_1,ELBOW5,,,,,<-poapĩ>,
ELBOW6_1,ELBOW6,,,,,<yìbainanga>,{2}
ELBOW6_2,ELBOW6,,,/jɨβa'nanɡaj/,,,
ELBOW7_1,ELBOW7,,,,,<echimangũiana>,
ELBOW7_2,ELBOW7,,,,,<eyibaguiã>,{2}
ELBOW8_1,ELBOW8,,,/muʃuɾi/,,,
ELBOW8_2,ELBOW8,,,,,<mutʃuɾi>,
ELBOW8_3,ELBOW8,,,,,<yɨwamutʃuɾi>,
ELBOW8_4,ELBOW8,,,,,<pɨta muchuri>,
ELBOW8_5,ELBOW8,,,,,<iwamuchuri>,{9}
ELBOW9_1,ELBOW9,,,,,<puraqué>,
ELBOW10_1,ELBOW10,,,,,<xywakopyt>,
ELBOW11_1,ELBOW11,,,,,<zĭwa-ménãngä>,
ELBOW12_1,ELBOW12,,,,,<-pura'g̃a>,
ELBOW13_1,ELBOW13,,,,,<paratsi'yp>,
ELBOW14_1,ELBOW14,,,/siliminã/,,,
ELBOW15_1,ELBOW15,,,/popɨʔakaŋ/,,,{4}
ELBOW17X_1,ELBOW17X,,,/popɨãpat/,,,
KNEE1X_1,KNEE1X,,"/kmana/ probably means 'joint', like POK *mutʃuri -- ZJO",/kmana/,,,
KNEE1X_2,KNEE1X,,"/kmana/ probably means 'joint', like POK *mutʃuri -- ZJO",/kɨmaɾa/,[kɨ.ma.'ɾa],,
KNEE1X_3,KNEE1X,,"/kmana/ probably means 'joint', like POK *mutʃuri -- ZJO",/pɨčã kmana/,,,
KNEE2_1,KNEE2,,,/bãɾã/,[mã.'ɾã],,{4}
KNEE2_2,KNEE2,,,/kbãɾã/,[kmã.'ɾã],,{4}
KNEE3_1,KNEE3,,,,,<tenypy'ã>,
KNEE3_2,KNEE3,,,,,<-enapy'ã>,
KNEE3_3,KNEE3,,,,,<-enɨpɨ'ʔã>,
KNEE3_4,KNEE3,,,,[tʃina'pʷa],,
KNEE3_5,KNEE3,,,,[tɨ̃nɨ̃mpɨ̃ã; hɨnampɨʔa],,
KNEE3_6,KNEE3,,,,[tanʒúʔe],,
KNEE3_7,KNEE3,,,/enẽpɨa/,,,
KNEE3_8,KNEE3,,,/tseno'pɨ̃ʔã/,,,
KNEE3_9,KNEE3,,,,,<enia>,
KNEE3_10,KNEE3,,,,,<nia1>,
KNEE3_11,KNEE3,,,,,<-eni-pɨ́ʔə>,
KNEE3_12,KNEE3,,,/sɪnupua/,,,
KNEE3_13,KNEE3,,,,,<tsenepia>,
KNEE3_14,KNEE3,,,,,<endypyã>,
KNEE3_15,KNEE3,,,,,<ɨpɨa>,
KNEE3_16,KNEE3,,,/-nupɨʔã/,,,
KNEE3_17,KNEE3,,,,,<-nupy'ã>,{2}
KNEE3_18,KNEE3,,,,,<-enypy'ã>,
KNEE3_19,KNEE3,,,,,<nɨpɨ'a-im>,{12}
KNEE3_20,KNEE3,,,/l-ɛnɨpɨʔa/,,,
KNEE3_21,KNEE3,,,/l-ɛnɨpɨʔã/,,,
KNEE3_22,KNEE3,,,,,<pyʼã>,{8}
KNEE4_1,KNEE4,,,,,<tenypy'ã>,
KNEE4_2,KNEE4,,,,,<-enapy'ã>,
KNEE4_3,KNEE4,,,,,<-enɨpɨ'ʔã>,
KNEE4_4,KNEE4,,,,[tʃina'pʷa],,
KNEE4_5,KNEE4,,,,[tɨ̃nɨ̃mpɨ̃ã; hɨnampɨʔa],,
KNEE4_6,KNEE4,,,,[tanʒúʔe],,
KNEE4_7,KNEE4,,,/enẽpɨa/,,,
KNEE4_8,KNEE4,,,/tseno'pɨ̃ʔã/,,,
KNEE4_9,KNEE4,,,,,<enia>,
KNEE4_10,KNEE4,,,,,<nia1>,
KNEE4_11,KNEE4,,,,,<-eni-pɨ́ʔə>,{9}
KNEE4_12,KNEE4,,,/sɪnupua/,,,
KNEE4_13,KNEE4,,,,,<tsenepia>,
KNEE4_14,KNEE4,,,,,<endypyã>,
KNEE4_15,KNEE4,,,/-nupɨʔã/,,,
KNEE4_16,KNEE4,,,,,<-nupy'ã>,{2}
KNEE4_17,KNEE4,,,,,<-enypy'ã>,
KNEE4_18,KNEE4,,,,,<nɨpɨ'a-im>,{12}
KNEE4_19,KNEE4,,,/l-ɛnɨpɨʔa/,,,
KNEE4_20,KNEE4,,,/l-ɛnɨpɨʔã/,,,
KNEE7_1,KNEE7,,,,,<ekoxa>,
KNEE8_1,KNEE8,,,,,<takã>,
KNEE9_1,KNEE9,,,/katag/,,,{11}
KNEE10_1,KNEE10,,,/pɨ-ʔakaŋ-ʔa/,,,{4}
KNEE10_2,KNEE10,,,/popɨʔakaŋ/,,,
KNEE5_1,KNEE5,,,,,<penarã>,
KNEE5_2,KNEE5,,,,,<penaranga>,
KNEE5_3,KNEE5,,,,,<pénärãng>,
KNEE5_4,KNEE5,,,,,<ipenàràg>,
KNEE5_5,KNEE5,,,,,<perenan>,
KNEE5_6,KNEE5,,,/pɛlɛnã/,,,
KNEE5_7,KNEE5,,,/pɨnaˈɾãj/,,,
KNEE5_8,KNEE5,,,/hapaɾanˈnɨ̃/,,,{4}
KNEE11X_1,KNEE11X,,,,,<andaguìr>,{2}
KNEE11X_2,KNEE11X,,,,,<anagüyra>,
KNEE11X_3,KNEE11X,,,,,<anagüyquytinga>,
KNEE11X_4,KNEE11X,,,,,<anawir>,
KNEE11X_5,KNEE11X,,,,,<'anawyt>,
KNEE11X_6,KNEE11X,,,,,<kanawái>,{6: 119}
HAND1_1,HAND1,,,/ipo/,,,
HAND1_2,HAND1,,,/ipo ikã/,,,
HAND1_3,HAND1,,,/pãkã/,,,
HAND1_4,HAND1,,,/poko/,,,
HAND1_5,HAND1,,,/ipo/,[i.'pɔ],,
HAND1_6,HAND1,,,,,<po>,
HAND1_7,HAND1,,,,,<(a)poko>,
HAND1_8,HAND1,,,,,<po>,
HAND1_9,HAND1,,,,,<po>,
HAND1_10,HAND1,,,,['ipɔ],,
HAND1_11,HAND1,,,,[tepo],,
HAND1_12,HAND1,,,,,<pandepo>,
HAND1_13,HAND1,,,,,<poko>,
HAND1_14,HAND1,,,/po1/,,,
HAND1_15,HAND1,,,/pa-ⁿde-po/,,,
HAND1_16,HAND1,,,/po-ãka/,,,
HAND1_17,HAND1,,,/poko/,,,
HAND1_18,HAND1,,,/poko/,,,
HAND1_19,HAND1,,,/po/,,,
HAND1_20,HAND1,,,,,<po azu>,
HAND1_21,HAND1,,,,,<po acato>,
HAND1_22,HAND1,,,/poja'ndepo/,,,
HAND1_23,HAND1,,,,,<poco>,
HAND1_24,HAND1,,,,,<eo>,
HAND1_25,HAND1,,,,,<oco>,
HAND1_26,HAND1,,,,,<oco>,
HAND1_27,HAND1,,,,,<oco ramo>,
HAND1_28,HAND1,,,,,<oo>,
HAND1_29,HAND1,,,,,<ejoquioquia>,
HAND1_30,HAND1,,,,,<-po>,{9}
HAND1_31,HAND1,,,,,<pə́kə>,
HAND1_32,HAND1,,,,,<-pohóʔo>,{9}
HAND1_33,HAND1,,,/pua/,,,
