ID,CogSet_ID,Form_ID,Cognate_Comment,Phonemic,Phonetic,Orthographic,Source
ONE1_1,ONE1,,,,,<peteĩha>,
ONE1_2,ONE1,,,,[petẽˈʔĩ],,
ONE1_3,ONE1,,,,,<peteĩ>,
ONE1_4,ONE1,,,,[mə̃'tẽj],,
ONE1_5,ONE1,,,,,<pente>,
ONE1_6,ONE1,,,/pẽte/,[pente],,{2}
ONE1_7,ONE1,,,/mopẽti/,,,
ONE1_8,ONE1,,,/ɲe'pẽĩ/,,,
ONE1_9,ONE1,,,,,<ñepeĩ>,{2}
ONE1_10,ONE1,,,,,<eyebe>,
ONE1_11,ONE1,,,,,<dél iv>,{1: 87}
ONE1_12,ONE1,,,,,<mupéðo>,{9}
ONE1_13,ONE1,,,/wipi/,,,
ONE1_14,ONE1,,,,,<uyepe>,{4}
ONE1_15,ONE1,,,,,<wepe>,{2}
ONE1_16,ONE1,,,,,<ojepé>,
ONE1_17,ONE1,,,,,<ãxepe>,
ONE1_18,ONE1,,,,,<maxepe>,
ONE1_19,ONE1,,,,,<océpecowe>,
ONE1_20,ONE1,,,,,<osepé>,{3}
ONE1_21,ONE1,,,,,<mepenoan>,
ONE1_22,ONE1,,,,,<pité'i>,
ONE1_23,ONE1,,,,,<pité'i>,
ONE1_24,ONE1,,,,,<peteĩ>,{2}
ONE1_25,ONE1,,,,,<peteĩ>,
ONE1_26,ONE1,,,/tipɛʔĩ/,,,
ONE1_27,ONE1,,,,,<tʃĩpẽ>,
ONE1_28,ONE1,,,,,<mudjepẽj>,
ONE1_29,ONE1,,,,,<moi epẽn>,
ONE1_30,ONE1,,,,,<ajepeì>,{2}
ONE1_31,ONE1,,,,,<ojipeji>,
ONE1_32,ONE1,,,,,<mojepete>,
ONE1_33,ONE1,,,,,<pe'ĩ>,{2}
ONE1_34,ONE1,,,/pɛ̃ʔĩ/,,,
ONE1_35,ONE1,,,/pɛsu/,,,
ONE1_36,ONE1,,,,,<bozepe>,
ONE1_37,ONE1,,,,,<peteĩ>,{2}
ONE1_38,ONE1,,,,,<peteĩhar awa po pa>,
ONE2_1,ONE2,,,,,<peteĩ>,
ONE2_2,ONE2,,,,[petẽˈʔĩ],,
ONE2_3,ONE2,,,,,<peteĩ>,
ONE2_4,ONE2,,,,[mə̃'tẽj],,
ONE2_5,ONE2,,,,,<pente>,
ONE2_6,ONE2,,,/pẽte/,[pente],,{2}
ONE2_7,ONE2,,,/mopẽti/,,,
ONE2_8,ONE2,,,,,<pité'i>,
ONE2_9,ONE2,,,,,<pité'i>,
ONE2_10,ONE2,,,,,<peteĩ>,{2}
ONE2_11,ONE2,,,,,<peteĩ>,
ONE2_12,ONE2,,,,,<mojepete>,
ONE2_13,ONE2,,,,,<peteĩ>,{2}
ONE2_14,ONE2,,,,,<peteĩhar awa po pa>,
ONE3_1,ONE3,,,/ɲe'pẽĩ/,,,
ONE3_2,ONE3,,,,,<ñepeĩ>,{2}
ONE3_3,ONE3,,,,,<eyebe>,
ONE3_4,ONE3,,,,,<dél iv>,{1: 87}
ONE3_5,ONE3,,,/wipi/,,,
ONE3_6,ONE3,,,,,<uyepe>,{4}
ONE3_7,ONE3,,,,,<wepe>,{2}
ONE3_8,ONE3,,,,,<ojepé>,
ONE3_9,ONE3,,,,,<ãxepe>,
ONE3_10,ONE3,,,,,<maxepe>,
ONE3_11,ONE3,,,,,<océpecowe>,
ONE3_12,ONE3,,,,,<osepé>,{3}
ONE3_13,ONE3,,,/tipɛʔĩ/,,,
ONE3_14,ONE3,,,,,<tʃĩpẽ>,
ONE3_15,ONE3,,,,,<mudjepẽj>,
ONE3_16,ONE3,,,,,<moi epẽn>,
ONE3_17,ONE3,,,,,<ajepeì>,{2}
ONE3_18,ONE3,,,,,<ojipeji>,
ONE3_19,ONE3,,,,,<mojepete>,
ONE3_20,ONE3,,,,,<bozepe>,
ONE4_1,ONE4,,,,,<makamutuhũ>,{2}
ONE4_2,ONE4,,,,,<makamututuhũ>,
ONE5_1,ONE5,,,,,<wentup>,{2}
ONE5_2,ONE5,,,/wẽ:tup/,,,{4}
ONE6_1,ONE6,,,/etakrã/,,,
ONE6_2,ONE6,,,/etakɾã/,[e.ta.'kɾã],,{4}
ONE7_1,ONE7,,,,[kómĩ],,{2}
ONE8_1,ONE8,,,,,<momozotsu>,{8}
ONE8_2,ONE8,,,,,<momozotsu-kajpoupap>,
TWO1_1,TWO1,,,,,<mokõi>,
TWO1_2,TWO1,,,,[mõˈkõj̃],,
TWO1_3,TWO1,,,,,<mokoĩ>,
TWO1_4,TWO1,,,,['mɔkãj mɔkãj],,
TWO1_5,TWO1,,,,,<monokoi>,
TWO1_6,TWO1,,,/mõkoi/,,,{González}
TWO1_7,TWO1,,,/mõkoi/,,,
TWO1_8,TWO1,,,,[mokóɨ̃],,
TWO1_9,TWO1,,,,,<mókwei>,{9}
TWO1_10,TWO1,,,/mukuika/,,,
TWO1_11,TWO1,,,,,<mukuika>,
TWO1_12,TWO1,,,,,<mocõi>,
TWO1_13,TWO1,,,,,<moconhó>,
TWO1_14,TWO1,,,,,<mokõj>,
TWO1_15,TWO1,,,,,<mókos>,
TWO1_16,TWO1,,,,,<mokoc>,
TWO1_17,TWO1,,,,,<mokój>,{3}
TWO1_18,TWO1,,,,,<mokoi>,
TWO1_19,TWO1,,,,,<mokõj>,
TWO1_20,TWO1,,,,,<mukwi>,
TWO1_21,TWO1,,,,,<mukuy>,
TWO1_22,TWO1,,,,,<mukuy amo ma-irwi>,
TWO1_23,TWO1,,,,,<mokoz>,{1}
TWO1_24,TWO1,,,,,<mokõ'i>,
TWO1_25,TWO1,,,,,<mukũ1>,
TWO1_26,TWO1,,,,,<mukũj>,
TWO1_27,TWO1,,,,,<mukũj mukũj>,
TWO1_28,TWO1,,,,,<mukũj>,
TWO1_29,TWO1,,,,,<mokoi>,
TWO1_30,TWO1,,,,,<mukũì>,{2}
TWO1_31,TWO1,,,,,<mokonh>,
TWO1_32,TWO1,,,,,<mokoi'ĩ>,
TWO1_33,TWO1,,,,,<mokonhate>,
TWO1_34,TWO1,,,/mõkõɲãteʔi/,[mõkõɲãte'ʔi],,
TWO1_35,TWO1,,,,,<-mokõj>,
TWO1_36,TWO1,,,,,<mokõj>,
TWO1_37,TWO1,,,/mɔkɔ̃y/,,,
TWO1_38,TWO1,,,,,<mokoɲ>,
TWO1_39,TWO1,,,,,<mokone>,
TWO1_40,TWO1,,,,,<mɔkɔĩ>,{2}
TWO1_41,TWO1,,,,,<mokoj̃>,{5}
TWO1_42,TWO1,,,,,<mokoj̃-mokoj̃-put>,
TWO2_1,TWO2,,,,[mẽmɪ̃],,
TWO2_2,TWO2,,,,,<meme>,
TWO3_1,TWO3,,,/ɲuβɨ̃'ɾĩõ/,,,
TWO4_1,TWO4,,,,,<yese>,
TWO5_1,TWO5,,,,,<inuhũ>,{2}
TWO6_1,TWO6,,,,,<ty:py>,{2}
TWO7_1,TWO7,,,,,<monijũ>,{2}
TWO8_1,TWO8,,,/mɔlɛyɔ̃/,,,
TWO8_2,TWO8,,,/mɛmɔlɛyɔ̃/,,,
TWO9_1,TWO9,,,,,<nyeremo>,{2}
TWO10_1,TWO10,,,,,<atŝvtŝvtu?>,{1: 87}
TWO11_1,TWO11,,,,,<dečatu>,
THREE1_1,THREE1,,,/buǰa1/,,,
THREE1_2,THREE1,,,,,<mbohapy>,
THREE1_3,THREE1,,,,[mbohaˈpɨ],,
THREE1_4,THREE1,,,,,<mboapy>,
THREE1_5,THREE1,,,,,<mbahapɨ>,
THREE1_6,THREE1,,,/ᵐbapɨ/,,,
THREE1_7,THREE1,,,/mbo'tsapɨ1/,,,
THREE1_8,THREE1,,,/musap(ɨ)ɾɨka/,,,
THREE1_9,THREE1,,,,,<mutsapɨɾɨka>,
THREE1_10,THREE1,,,,,<mossapyr>,
THREE1_11,THREE1,,,,,<maãpyr>,
THREE1_12,THREE1,,,,,<moapaʁɨn>,
THREE1_13,THREE1,,,,,<moapýry>,
THREE1_14,THREE1,,,,,<muapy'ĩ>,
THREE1_15,THREE1,,,,,<muapyt>,
THREE1_16,THREE1,,,,,<mbohapyr>,
THREE1_17,THREE1,,,,,<mo'apyt>,
THREE1_18,THREE1,,,,,<moapy>,{2}
THREE1_19,THREE1,,,/maapɨ/,,,
THREE1_20,THREE1,,,,,<bapɨl>,
THREE1_21,THREE1,,,,,<mahapɨɾ>,{2}
THREE1_22,THREE1,,,,,<mojtarika>,{5}
THREE2_1,THREE2,,,,[mɑɡ̊a'taj],,
THREE3_1,THREE3,,,,,<yesẽẽ>,
THREE4_1,THREE4,,,,,<na'íroshi>,
THREE4_2,THREE4,,,,,<naʔírochi>,
THREE4_3,THREE4,,,,,<na iróihi>,{3}
THREE4_4,THREE4,,,,,<na'iruz>,
THREE5_1,THREE5,,,,,<iruma'ẽ>,
THREE5_2,THREE5,,,,,<iroma'e>,
THREE6_1,THREE6,,,,,<mye'ym>,{2}
THREE7_1,THREE7,,,,,<tʃĩpẽ majɨ̃>,
THREE8_1,THREE8,,,/mirõ/,,,
THREE8_2,THREE8,,,/bĩɾõ1/,[mĩ.'ɾõ1],,{4}
THREE8_3,THREE8,,,,,<mɨ́ru>,{9}
THREE9_1,THREE9,,,/bɾewi pɨʧa/,[bɾe.'wi pɨ.'ʧa],,{4}
FOUR1_1,FOUR1,,,/irõdɨ/,[i.ɾõ.'ndɨ],,{4}
FOUR1_2,FOUR1,,,,,<irundy>,
FOUR1_3,FOUR1,,,,[iɾũndɨ],,
FOUR1_4,FOUR1,,,,,<irundy>,
FOUR1_5,FOUR1,,,,,<urundɨ>,
FOUR1_6,FOUR1,,,/iruⁿdɨ/,,,
FOUR1_7,FOUR1,,,/iɾu'gãtu/,,,
FOUR1_8,FOUR1,,,,,<irungatu>,{2}
FOUR1_9,FOUR1,,,/ɪɾuaka/,,,
FOUR1_10,FOUR1,,,,,<iɾuaka>,
FOUR1_11,FOUR1,,,,,<irundyc>,
FOUR1_12,FOUR1,,,,,<oje(i)rundyc>,
FOUR1_13,FOUR1,,,,,<ojoirundyc>,
FOUR1_14,FOUR1,,,,,<monherundyc>,
FOUR1_15,FOUR1,,,,,<iroŋatoete>,
FOUR1_16,FOUR1,,,,,<iróngatóeté>,{3}
FOUR1_17,FOUR1,,,,,<uzêy iru-irungato>,
FOUR1_18,FOUR1,,,,,<zeirugatu>,
FOUR1_19,FOUR1,,,,,<je irũ mukũ>,
FOUR1_20,FOUR1,,,,,<udjeruík>,
FOUR1_21,FOUR1,,,,,<irũpãwẽ>,{2}
FOUR1_22,FOUR1,,,,,<mojo'irũ>,
FOUR1_23,FOUR1,,,,,<irõte>,{2}
FOUR1_24,FOUR1,,,/ilũtɛ/,,,
FOUR2_1,FOUR2,,,,,<xãirõ>,
FOUR3_1,FOUR3,,,,,<nõiz̆a nõiz̆a>,
FOUR5_1,FOUR5,,,,,<momokonte>,
FOUR6_1,FOUR6,,,,,<tumɛm>,
FOUR7_1,FOUR7,,,,,<o-ð-awotsó-ma>,{9}
FOUR8_1,FOUR8,,,/gwɨɾa pɨʧã/,[gwɨ.'ɾa pɨ.'ʧa],,{4}
FIVE2_1,FIVE2,,,,,<pandepo>,
FIVE2_2,FIVE2,,,/pa-ⁿde-po/,,,
FIVE2_3,FIVE2,,,/poja'ndepo/,,,
FIVE3_1,FIVE3,,,,,<ygãniirõj̃>,{2}
FIVE4_1,FIVE4,,,,,<udjeruík kaim>,
FIVE5_1,FIVE5,,,,[teʔiowaa],,
FIVE5_2,FIVE5,,,,[teɲoˈʔa],,
FIVE6_1,FIVE6,,,,,<jaty>,{2}
FIVE7_1,FIVE7,,,,,<petei nhiruĩ>,
FIVE1_1,FIVE1,,,/pitʃka/,,,
FIVE8_1,FIVE8,,,,,<piʃka>,{5}
HEAD1_1,HEAD1,,,/ãkã/,[ã.'kã],,{4}
HEAD1_2,HEAD1,,,,,<akã>,
HEAD1_3,HEAD1,,,,,<akã>,
HEAD1_4,HEAD1,,,,,<akã>,
HEAD1_5,HEAD1,,,,[ã'kã],,{2}
HEAD1_6,HEAD1,,,,['ãka],,
HEAD1_7,HEAD1,,,/'aka/,,,
HEAD1_8,HEAD1,,,,[aŋka],,
HEAD1_9,HEAD1,,,/ãka/,,,
HEAD1_10,HEAD1,,,/'ãkã/,,,
HEAD1_11,HEAD1,,See Yuki note + loss of final /a/ -- ZJO,,,<eãqui>,
HEAD1_12,HEAD1,,See Yuki note + loss of final /a/ -- ZJO,,,<eãquĩ nducua>,
HEAD1_13,HEAD1,,Palatalization of /k/ historically -- ZJO,,,<ãnkia>,
HEAD1_14,HEAD1,,,,,<ačá>,{2:150}
HEAD1_15,HEAD1,,,/yakɨ/,,,
HEAD1_16,HEAD1,,,,,<yacae>,{5}
HEAD1_17,HEAD1,,,,,<yakɨ>,
HEAD1_18,HEAD1,,,,,<acanga>,
HEAD1_19,HEAD1,,,,,<ãkyg1>,{2}
HEAD1_20,HEAD1,,,,,<iákyŋa>,
HEAD1_21,HEAD1,,,,,<akɨŋ>,{2}
HEAD1_22,HEAD1,,,,,<-akýng>,{3:35}
HEAD1_23,HEAD1,,,,,<akyg>,{1: 81}
HEAD1_24,HEAD1,,,,,<akaŋ>,
HEAD1_25,HEAD1,,,,,<akãng>,
HEAD1_26,HEAD1,,,,,<iàkàg>,
HEAD1_27,HEAD1,,,,,<neakánga>,
HEAD1_28,HEAD1,,,/akỹ/,,,
HEAD1_29,HEAD1,,,,,<akỹwa>,
HEAD1_30,HEAD1,,,,,<atʃi1>,
HEAD1_31,HEAD1,,,,[a'kɨ̃ŋ],,
HEAD1_32,HEAD1,,,,,<-akag̃>,
HEAD1_33,HEAD1,,,,,<-akag̃ay>,
HEAD1_34,HEAD1,,,,[dea-'kaŋ],,
HEAD1_35,HEAD1,,,/si- akáŋ/,,,
HEAD1_36,HEAD1,,,,[si- a'kaŋ],,
HEAD1_37,HEAD1,,,,,<-akag̃>,
HEAD1_38,HEAD1,,,,,<akanga'i>,
HEAD1_39,HEAD1,,,,,<akaŋ>,
HEAD1_40,HEAD1,,,,,<'akawut>,
HEAD1_41,HEAD1,,,/akã/,,,
HEAD1_42,HEAD1,,,/ãkãmɔ/,,,
HEAD1_43,HEAD1,,,,,<akaŋ>,
HEAD1_44,HEAD1,,,,,<akã>,
HEAD1_45,HEAD1,,,,,<akãng>,{3}
HEAD1_46,HEAD1,,,/akaŋaɾa/,,,
HEAD1_47,HEAD1,,,/aˈkaŋ/,[a̰'kaŋ],,{1:194}
HEAD1_48,HEAD1,,,,,<-akang pujtu'ũ>,
HEAD1_49,HEAD1,,,,,<jakã>,
HEAD1_50,HEAD1,,,,,<jakỹ>,{2}
HEAD1_51,HEAD1,,,,[ʔa-kaŋ],,
HEAD1_52,HEAD1,,,/ʔakaŋ/,,,{4}
HEAD1_53,HEAD1,,,/pɨ-ʔakaŋ-ʔa/,,,
HEAD1_54,HEAD1,,,/popɨʔakaŋ/,,,{4}
HEAD2_1,HEAD2,,,,,<(a)ñapĩ>,
HEAD2_2,HEAD2,,,,,<apĩ>,
HEAD2_3,HEAD2,,,,,<ai1>,
HEAD2_4,HEAD2,,,,,<saiyiri>,
HEAD2_5,HEAD2,,,,,<ayiri>,
HEAD2_6,HEAD2,,,,,<taíči>,
HEAD2_7,HEAD2,,,,,<-ápɨ(-ne)>,{9}
HEAD2_8,HEAD2,,,/yapina/,,,
HEAD2_9,HEAD2,,,/yapinaka/,,,
HEAD2_10,HEAD2,,,,,<yapina>,
HEAD2_11,HEAD2,,,,,<yapina>,
HEAD2_12,HEAD2,,,,,<yapina>,
HEAD2_13,HEAD2,,,,,<yapina>,
HEAD2_14,HEAD2,,,,,<apina>,{2}
HEAD2_15,HEAD2,,,,,<apina>,{2:31}
HEAD2_16,HEAD2,,,,,<ãpin>,
HEAD2_17,HEAD2,,,,,<-apín>,
HEAD2_18,HEAD2,,,,,<oxeapin>,{3}
HEAD2_19,HEAD2,,,,,<i'apiner>,
HEAD2_20,HEAD2,,,,,<apin>,{1:32}
HEAD2_21,HEAD2,,,,,<-apin>,
HEAD3_1,HEAD3,,,,[ʔa-put],,
HEAD4_1,HEAD4,,,/ʔakɨtʔa/,,,{4}
HEAD5_1,HEAD5,,,,,<sentŝv>,{1: 87}
HEAD5_2,HEAD5,,,,,<santsv>,{1: 87}
BONE1_1,BONE1,,,/ĩkã/,[ĩ.'kã],,{4}
BONE1_2,BONE1,,,/ikã/,,,
BONE1_3,BONE1,,,/ipo ikã/,,,
BONE1_4,BONE1,,,/ǰɨkã/,,,
BONE1_5,BONE1,,,/rukã/,,,
BONE1_6,BONE1,,,/ʤɨɾukã/,[ʤɨ.ɾu.kã],,
BONE1_7,BONE1,,,,,<jyakãngua>,
BONE1_8,BONE1,,,,,<(che) kãne'o>,
BONE1_9,BONE1,,,,,<(a)ñemokãne'õ>,
BONE1_10,BONE1,,,,,<akã>,
BONE1_11,BONE1,,,,,<tañykã>,
BONE1_12,BONE1,,,,,<ñarukã>,
BONE1_13,BONE1,,,,,<akã>,
BONE1_14,BONE1,,,,,<kã>,
BONE1_15,BONE1,,,,,<-kãgue>,
BONE1_16,BONE1,,,,,<akã>,
BONE1_17,BONE1,,,,,"<-aĩ kã, aĩnhykã>",
BONE1_18,BONE1,,,,,<tapi'i ra ykã>,
BONE1_19,BONE1,,,,,<tapi'i ra nhykã>,
BONE1_20,BONE1,,,,,<arukã>,
BONE1_21,BONE1,,,,[ã'kã],,
BONE1_22,BONE1,,,,['hɑ̃ka],,
BONE1_23,BONE1,,,,['ãka],,
BONE1_24,BONE1,,,/'aka/,,,
BONE1_25,BONE1,,,,[ɲa'rõka],,
BONE1_26,BONE1,,,,[tɨŋkãwẽ],,
BONE1_27,BONE1,,,,[aŋka],,
BONE1_28,BONE1,,,,[taɲɨ́ŋka; taɲɨ̃ka],,
BONE1_29,BONE1,,,,[tɨ̃wãmpẽnka],,
BONE1_30,BONE1,,,,[tanũŋla; ɲaɾũŋka],,
BONE1_31,BONE1,,,/kã(g)ʷe/,,,
BONE1_32,BONE1,,,/kãno/,,,
BONE1_33,BONE1,,,/ãka/,,,
BONE1_34,BONE1,,,/aɲɨ̃ka/,,,
BONE1_35,BONE1,,,/arũka/,,,
BONE1_36,BONE1,,,/'kãnɡʷeɾ/,,,
BONE1_37,BONE1,,,/'ãkã/,,,
BONE1_38,BONE1,,,/ã'ɾũkã/,,,
BONE1_39,BONE1,,,,,<equiangue>,
BONE1_40,BONE1,,,,,<eãqui>,
BONE1_41,BONE1,,,,,<eãquĩ nducua>,
BONE1_42,BONE1,,,,,<eãquĩ>,
BONE1_43,BONE1,,,,,<equiangue>,
BONE1_44,BONE1,,,,,<eroqueĩ>,
BONE1_45,BONE1,,,,,<kiãngue>,
BONE1_46,BONE1,,,,,<ãnkia>,
BONE1_47,BONE1,,,,,<rukiã>,
BONE1_48,BONE1,,,/kanuaɾa/,,,
BONE1_49,BONE1,,,/kaniú/,,,
BONE1_50,BONE1,,,/yakɨ/,,,
BONE1_51,BONE1,,,,,<yacae>,
BONE1_52,BONE1,,,/yuwapɨka/,,,
BONE1_53,BONE1,,,/yuwapɨka/,,,
BONE1_54,BONE1,,,/yaɾakanuaɾa/,,,
BONE1_55,BONE1,,,,,<kanuaɾa>,{2}
BONE1_56,BONE1,,,,,<kaniu>,
BONE1_57,BONE1,,,,,<kañu>,
BONE1_58,BONE1,,,,,<yakɨ>,
BONE1_59,BONE1,,,,,<yɨwapɨka>,
BONE1_60,BONE1,,,,,<yaɾa-kanuaɾa>,
BONE1_61,BONE1,,,,,<canga1>,
BONE1_62,BONE1,,,,,<caneõ>,
BONE1_63,BONE1,,,,,<acanga>,
BONE1_64,BONE1,,,,,<arucanga>,
BONE1_65,BONE1,,,,,<kyg>,{2}
BONE1_66,BONE1,,,,,<kane'õ>,
BONE1_67,BONE1,,,,,<ãkyg1>,
BONE1_68,BONE1,,,,,<ẽãqan>,{2}
BONE1_69,BONE1,,,,,<ãkyg2>,
BONE1_70,BONE1,,,,,<íkyŋa>,
BONE1_71,BONE1,,,,,<-kýng>,{3}
BONE1_72,BONE1,,,,,<kaniˈó>,
BONE1_73,BONE1,,,,,<iákyŋa>,
BONE1_74,BONE1,,,,,<akɨŋ>,
BONE1_75,BONE1,,,,,<ikoákyŋa>,
BONE1_76,BONE1,,,,,<sarokýng>,
BONE1_77,BONE1,,,,,<pywakýng>,
BONE1_78,BONE1,,,,,<kyg>,
BONE1_79,BONE1,,,,,<kani'o>,
BONE1_80,BONE1,,,,,<koakyg>,
BONE1_81,BONE1,,,,,<xarokyg>,
BONE1_82,BONE1,,,,,<-kaŋ>,
BONE1_83,BONE1,,,,,<akaŋ>,
BONE1_84,BONE1,,,,,<-jikaŋ>,
BONE1_85,BONE1,,,,,<kãng1>,
BONE1_86,BONE1,,,,,<téhaytakãng-raw>,
BONE1_87,BONE1,,,,,<kanê'o>,
BONE1_88,BONE1,,,,,<akãng>,
BONE1_89,BONE1,,,,,<azĭkãng>,
BONE1_90,BONE1,,,,,<arukãng>,
BONE1_91,BONE1,,,,,<ayrupi-kãng>,
BONE1_92,BONE1,,,,,<kaŋwer>,
BONE1_93,BONE1,,,,,<kəŋ>,
BONE1_94,BONE1,,,,,<ikàg>,
BONE1_95,BONE1,,,,,<ikàgaw>,
BONE1_96,BONE1,,,/akỹ/,,,
BONE1_97,BONE1,,,,,<akỹwa>,
BONE1_98,BONE1,,,,,<-tʃĩ>,
BONE1_99,BONE1,,,,,<dz̆e.kani'o>,
BONE1_100,BONE1,,,,[a'kɨ̃ŋ],,
BONE1_101,BONE1,,,,,<-kag̃>,
BONE1_102,BONE1,,,,,<-akag̃>,
BONE1_103,BONE1,,,,,<-akag̃ay>,
BONE1_104,BONE1,,,,[dea-'kaŋ],,
BONE1_105,BONE1,,,/si- akáŋ/,,,
BONE1_106,BONE1,,,,[si- a'kaŋ],,
BONE1_107,BONE1,,,,,<-kag̃1>,
BONE1_108,BONE1,,,,,<-akag̃>,
BONE1_109,BONE1,,,,,<akanga'i>,
BONE1_110,BONE1,,,,,<-nharukag̃>,
BONE1_111,BONE1,,,,,<kaŋ>,
BONE1_112,BONE1,,,,,<kaneõ>,
BONE1_113,BONE1,,,,,<akaŋ>,
BONE1_114,BONE1,,,,,<arokaŋ>,
BONE1_115,BONE1,,,/kãngɛ/,,,
BONE1_116,BONE1,,,/akã/,,,
BONE1_117,BONE1,,,/ãkã/,,,
BONE1_118,BONE1,,,/alukã/,,,
BONE1_119,BONE1,,,/kawan/,,,{11}
BONE1_120,BONE1,,,,,<kane'õ>,
BONE1_121,BONE1,,,,,<akaŋ>,
BONE1_122,BONE1,,,,,<akã>,
BONE1_123,BONE1,,,,,<akãng>,
BONE1_124,BONE1,,,/akaŋaɾa/,,,
BONE1_125,BONE1,,,/kaŋwer/,,,
BONE1_126,BONE1,,,,,<-eha kangwer>,
BONE1_127,BONE1,,,/-aˈkaŋ/,,,
BONE1_128,BONE1,,,/iˈkɨ̃ena/,[iˈkə̃ena],,{4}
BONE1_129,BONE1,,,,,<jakã>,
BONE1_130,BONE1,,,,,<jakỹ>,
BONE1_131,BONE1,,,/kaŋ/,,,{5}
BONE1_132,BONE1,,,,[kaŋ],,
BONE1_133,BONE1,,,,[ʔa-kaŋ],,
BONE1_134,BONE1,,,/popɨʔakaŋ/,,,
BONE1_135,BONE1,,,/eha-kaŋãpe/,,,
BONE1_136,BONE1,,,,,<-kaŋmot'i>,
BONE2X_1,BONE2X,,,,[ipa'ʃajmi],,
BONE3_1,BONE3,,,,,<era dutschɘ́>,{1: 87}
BRAIN2_1,BRAIN2,,,,,<apytu'ũ>,
BRAIN2_2,BRAIN2,,,,,<apytu'ũ>,
BRAIN2_3,BRAIN2,,,,[ĩpə̃'tõ],,
BRAIN2_4,BRAIN2,,,/apɨtuu/,,,
BRAIN2_5,BRAIN2,,,,,<apỹtuũ>,{2}
BRAIN2_6,BRAIN2,,,,,<eitoõ>,
BRAIN2_7,BRAIN2,,,,,<itõite>,{2}
BRAIN2_8,BRAIN2,,,,,<itõ1>,
BRAIN2_9,BRAIN2,,,,,<-əpɨ-túʔu>,{9}
BRAIN2_10,BRAIN2,,,/apɪtuma/,,,
BRAIN2_11,BRAIN2,,,,,<apɪtuma>,{6}
BRAIN2_12,BRAIN2,,,,,<aputuuma>,
BRAIN2_13,BRAIN2,,,,,<apytaˈóm>,{3}
BRAIN2_14,BRAIN2,,,,,<apyta'om>,
BRAIN2_15,BRAIN2,,,,,<-apɨtum>,
BRAIN2_16,BRAIN2,,,,,<apĭto'ôm>,
BRAIN2_17,BRAIN2,,,,,<-apituʔume>,
BRAIN2_18,BRAIN2,,,,,<-apytu>,
BRAIN2_19,BRAIN2,,,,,<'apytu'um>,
BRAIN2_20,BRAIN2,,,/aputũʔũ/,,,
BRAIN2_21,BRAIN2,,,/ aputuʔum/,,,{11}
BRAIN2_22,BRAIN2,,,,,<-akang pujtu'ũ>,
BRAIN2_23,BRAIN2,,,,,<ʼapytuʼum>,{8}
BRAIN2_24,BRAIN2,,,,[ʔamɨ̃tɨm],,
BRAIN1_1,BRAIN1,,,,,<-akang pujtu'ũ>,
HAIR1_1,HAIR1,,,/aʔa/,,,
HAIR1_2,HAIR1,,,/tõ aʔa/,,,
HAIR1_3,HAIR1,,,/eče aʔa/,,,{4}
HAIR1_4,HAIR1,,,/ta/,[ta.'ʔa],,{4}
HAIR1_5,HAIR1,,,,,<-'a>,
HAIR1_6,HAIR1,,,,,<-'ʔaβɨ>,
HAIR1_7,HAIR1,,,,[-awɨ],,{3}
HAIR1_8,HAIR1,,,,,<hãwã>,
HAIR1_9,HAIR1,,,,[ha],,
HAIR1_10,HAIR1,,,,[ha],,
HAIR1_11,HAIR1,,,/a1/,,,
HAIR1_12,HAIR1,,,/ã1/,,,
HAIR1_13,HAIR1,,,/a1/,,,
HAIR1_14,HAIR1,,,,,<(se-)apũa-rãa>,
HAIR1_15,HAIR1,,,/'aɡʷer/,,,
HAIR1_16,HAIR1,,,,,<ea1>,
HAIR1_17,HAIR1,,,,,<eraque>,
HAIR1_18,HAIR1,,These forms all contain a reflex of *aβ -- ZJO,,,<era1>,{2}
HAIR1_19,HAIR1,,These forms all contain a reflex of *aβ -- ZJO,,,<erebeta>,{2}
HAIR1_20,HAIR1,,These forms all contain a reflex of *aβ -- ZJO,,,<ereta>,{2}
HAIR1_21,HAIR1,,These forms all contain a reflex of *aβ -- ZJO,,,<iãquiara>,{2}
HAIR1_22,HAIR1,,,,,<-áwe>,{9}
HAIR1_23,HAIR1,,,,,<-upe-pɨ-r-áwe>,
HAIR1_24,HAIR1,,,/yakɨsa/,,,
HAIR1_25,HAIR1,,,/sawa/,,,
HAIR1_26,HAIR1,,,,,<tsa>,{6}
HAIR1_27,HAIR1,,,,,<tsa>,
HAIR1_28,HAIR1,,,,,<aba2>,
HAIR1_29,HAIR1,,,,,<aba2>,
HAIR1_30,HAIR1,,,,,<apuãaba>,
HAIR1_31,HAIR1,,,,,<ãw>,
HAIR1_32,HAIR1,,,,,<am>,
HAIR1_33,HAIR1,,,,,<ap>,
HAIR1_34,HAIR1,,,,,<i'awa>,
HAIR1_35,HAIR1,,,,,<háwa>,
HAIR1_36,HAIR1,,,,,<áp>,
HAIR1_37,HAIR1,,,,,<-enywaháp>,
HAIR1_38,HAIR1,,,,,<'aw>,
HAIR1_39,HAIR1,,,,,<-ap>,
HAIR1_40,HAIR1,,'-haw' case+hair --KCB,,,<'aw>,
HAIR1_41,HAIR1,,'-haw' case+hair --KCB,,,<aw1>,
HAIR1_42,HAIR1,,,,,<i'aw>,
HAIR1_43,HAIR1,,,,,<haw>,
HAIR1_44,HAIR1,,,,,<hawer>,
